X_cm-1,subtracted_Y,subtracted_E,loaded_raw_Y,loaded_raw_E,empty_smoothed_Y,empty_smoothed_E
-2.560810000000000031e+00,4.745712000000000153e+00,6.757291480874272338e-02,1.180480000000000018e+01,6.115820000000000284e-02,7.059088000000000029e+00,2.873627304487483963e-02
-2.439830000000000165e+00,5.566740000000001132e+00,7.274409930396279200e-02,1.367859999999999943e+01,6.589140000000000275e-02,8.111859999999998294e+00,3.082251432937942529e-02
-2.318839999999999790e+00,6.560381999999998826e+00,7.841222402187557339e-02,1.589409999999999989e+01,7.109100000000000141e-02,9.333718000000001069e+00,3.308393258149339156e-02
-2.197859999999999925e+00,7.437070000000002068e+00,8.397626207220942884e-02,1.817020000000000124e+01,7.609720000000000373e-02,1.073312999999999917e+01,3.551378244823268776e-02
-2.076880000000000059e+00,8.436698000000003361e+00,9.008669139452508967e-02,2.082550000000000168e+01,8.158200000000000174e-02,1.238880199999999832e+01,3.820980557935881039e-02
-1.955889999999999906e+00,9.200099999999999056e+00,9.623970279507725045e-02,2.358920000000000172e+01,8.694810000000000039e-02,1.438910000000000267e+01,4.125661523289083504e-02
-1.834910000000000041e+00,1.001665999999999812e+01,1.028948293883866633e-01,2.673999999999999844e+01,9.273990000000000011e-02,1.672334000000000032e+01,4.457192909057448860e-02
-1.713929999999999954e+00,1.119591999999999743e+01,1.104527746125265886e-01,3.058259999999999934e+01,9.943029999999999924e-02,1.938668000000000191e+01,4.809813781754549572e-02
-1.592950000000000088e+00,1.240974000000000288e+01,1.179101452389301335e-01,3.462100000000000222e+01,1.060220000000000051e-01,2.221125999999999934e+01,5.159590939469523713e-02
-1.471959999999999935e+00,1.361809999999999832e+01,1.251355761800775901e-01,3.873740000000000094e+01,1.124129999999999990e-01,2.511930000000000263e+01,5.497481111309069496e-02
-1.350980000000000070e+00,1.511450000000000315e+01,1.318754040755136525e-01,4.286160000000000281e+01,1.184999999999999942e-01,2.774709999999999965e+01,5.786944098641354228e-02
-1.229999999999999982e+00,1.657441999999999993e+01,1.375347242302103201e-01,4.652810000000000201e+01,1.236580000000000040e-01,2.995368000000000208e+01,6.020381553589439910e-02
-1.109010000000000051e+00,1.756867999999999341e+01,1.415111098726880845e-01,4.914139999999999731e+01,1.272699999999999942e-01,3.157272000000000389e+01,6.186874265248971938e-02
-9.880290000000000461e-01,1.897350000000000136e+01,1.449563595214780343e-01,5.162069999999999936e+01,1.305719999999999936e-01,3.264719999999999800e+01,6.295473756374495022e-02
-8.670459999999999834e-01,2.032242000000000104e+01,1.472936033547961043e-01,5.342710000000000292e+01,1.329400000000000026e-01,3.310468000000000188e+01,6.342209385726713111e-02
